raw_words,task,quadruples
They are comfortable and attractive .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#Looking', 'opinion': {'from': 4, 'to': 5, 'term': ['attractive']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['comfortable']}, 'sentiment': 'POS'}]"
"Huge sleeves , Baggy sleeves , do n't buy unless you see it first .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Top#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 4, 'to': 5, 'term': ['sleeves']}, 'category': 'Top#Size', 'opinion': {'from': 3, 'to': 4, 'term': ['Baggy']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['sleeves']}, 'category': 'Top#Size', 'opinion': {'from': 0, 'to': 1, 'term': ['Huge']}, 'sentiment': 'NEG'}]"
They are great for my needs ( roller derby ) and would be great for dance .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Bottom#General', 'opinion': {'from': 2, 'to': 3, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Bottom#General', 'opinion': {'from': 13, 'to': 14, 'term': ['great']}, 'sentiment': 'POS'}]"
Size is close to right on too .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Size']}, 'category': 'Socks#Size', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
the last pair is two years old and still has no runs from dancing 6 days a week !,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['pair']}, 'category': 'Bottom#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Highly recommend .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Top#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Highly', 'recommend']}, 'sentiment': 'POS'}]"
HE LIKED IT .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#General', 'opinion': {'from': 1, 'to': 2, 'term': ['LIKED']}, 'sentiment': 'POS'}]"
"My only complaint -- according to the size chart , I should have fit into a size A ( small ) .",ACOS,"[{'aspect': {'from': 7, 'to': 9, 'term': ['size', 'chart']}, 'category': 'Bottom#General', 'opinion': {'from': 2, 'to': 3, 'term': ['complaint']}, 'sentiment': 'NEG'}]"
"I will probably wear them until they wear out since they were fairly expensive , but I 'll most likely buy more of the Theatricals XL tights ( which are lower quality but half the price and more comfortable ) when I need new ones .",ACOS,"[{'aspect': {'from': 35, 'to': 36, 'term': ['price']}, 'category': 'Bottom#Prices', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 10, 'to': 11, 'term': ['they']}, 'category': 'Bottom#Prices', 'opinion': {'from': 12, 'to': 14, 'term': ['fairly', 'expensive']}, 'sentiment': 'NEG'}, {'aspect': {'from': 31, 'to': 32, 'term': ['quality']}, 'category': 'Bottom#Quality', 'opinion': {'from': 30, 'to': 31, 'term': ['lower']}, 'sentiment': 'NEG'}, {'aspect': {'from': 24, 'to': 27, 'term': ['Theatricals', 'XL', 'tights']}, 'category': 'Bottom#Quality', 'opinion': {'from': 37, 'to': 39, 'term': ['more', 'comfortable']}, 'sentiment': 'POS'}]"
My daughter loves these shoes .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['shoes']}, 'category': 'Shoes#General', 'opinion': {'from': 2, 'to': 3, 'term': ['loves']}, 'sentiment': 'POS'}]"
The tights were on time ... they fit great .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['tights']}, 'category': 'Service#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['they']}, 'category': 'Bottom#Size', 'opinion': {'from': 8, 'to': 9, 'term': ['great']}, 'sentiment': 'POS'}]"
"Quality is very good compared to regular tights , I also got them in black and light toast .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Quality']}, 'category': 'Bottom#Quality', 'opinion': {'from': 2, 'to': 4, 'term': ['very', 'good']}, 'sentiment': 'POS'}]"
"At 5'11 , I didn't really need any additional height but the little heel does make it easier to stay on my toes and move my feet faster .",ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['heel']}, 'category': 'Shoes#Looking', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"I thought she would have to break them in slowly , but she wrote them for a the hour rehearsal and said they were really comfortable .",ACOS,"[{'aspect': {'from': 22, 'to': 23, 'term': ['they']}, 'category': 'Shoes#Quality', 'opinion': {'from': 24, 'to': 26, 'term': ['really', 'comfortable']}, 'sentiment': 'POS'}]"
They seem like they will be hardy and still allow for movement and flexibility .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['they']}, 'category': 'Bottom#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Fits perfect ... .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': 1, 'to': 2, 'term': ['perfect']}, 'sentiment': 'POS'}]"
"It still looks nice , but if you want a full length sleeve chambray shirt , search elsewhere !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Top#Looking', 'opinion': {'from': 3, 'to': 4, 'term': ['nice']}, 'sentiment': 'POS'}]"
"I order a whole size larger than my foot , and they are still too small , I just don't understand that .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['they']}, 'category': 'Shoes#Size', 'opinion': {'from': 14, 'to': 16, 'term': ['too', 'small']}, 'sentiment': 'NEG'}]"
I think they have discontinued them and that 's too bad because they are perfect .,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['they']}, 'category': 'Shoes#General', 'opinion': {'from': 14, 'to': 15, 'term': ['perfect']}, 'sentiment': 'POS'}]"
"I consistently wear the same size no matter what the shoe , so surprised and a little disappointed that the straps on top are a little tight and overall fit is more narrow .",ACOS,"[{'aspect': {'from': 20, 'to': 21, 'term': ['straps']}, 'category': 'Shoes#Size', 'opinion': {'from': 15, 'to': 18, 'term': ['a', 'little', 'disappointed']}, 'sentiment': 'NEG'}, {'aspect': {'from': 20, 'to': 21, 'term': ['straps']}, 'category': 'Shoes#Size', 'opinion': {'from': 24, 'to': 27, 'term': ['a', 'little', 'tight']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#Size', 'opinion': {'from': 31, 'to': 33, 'term': ['more', 'narrow']}, 'sentiment': 'NEG'}]"
I have similar ones which I bought in the late 1980 's which have never pilled at all .,ACOS,"[{'aspect': {'from': 2, 'to': 4, 'term': ['similar', 'ones']}, 'category': 'Clothing#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"They are comfortable and soft , move with the body , and do n't easily run .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Bottom#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['soft']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Bottom#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['comfortable']}, 'sentiment': 'POS'}]"
look great !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Looking', 'opinion': {'from': 1, 'to': 2, 'term': ['great']}, 'sentiment': 'POS'}]"
I have worn these for many years & have many colors .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Like vert much .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#General', 'opinion': {'from': 0, 'to': 3, 'term': ['Like', 'vert', 'much']}, 'sentiment': 'POS'}]"
This shoe is cute and well made but it is definitely not for wide feet .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['shoe']}, 'category': 'Shoes#Size', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 1, 'to': 2, 'term': ['shoe']}, 'category': 'Shoes#Quality', 'opinion': {'from': 5, 'to': 6, 'term': ['well']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['shoe']}, 'category': 'Shoes#Looking', 'opinion': {'from': 3, 'to': 4, 'term': ['cute']}, 'sentiment': 'POS'}]"
Loved them though - so comfortable !,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['them']}, 'category': 'Shoes#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Loved']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['them']}, 'category': 'Shoes#Quality', 'opinion': {'from': 4, 'to': 6, 'term': ['so', 'comfortable']}, 'sentiment': 'POS'}]"
They appear to be well made plus they are comfortable .,ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['they']}, 'category': 'Shoes#Quality', 'opinion': {'from': 9, 'to': 10, 'term': ['comfortable']}, 'sentiment': 'POS'}, {'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#General', 'opinion': {'from': 4, 'to': 5, 'term': ['well']}, 'sentiment': 'POS'}]"
I read the reviews & did the wide & it fit perfectly !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#Size', 'opinion': {'from': 11, 'to': 12, 'term': ['perfectly']}, 'sentiment': 'POS'}]"
I really like the look of these shoes .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['look']}, 'category': 'Shoes#General', 'opinion': {'from': 2, 'to': 3, 'term': ['like']}, 'sentiment': 'POS'}]"
These are so shimmery and sexy !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Looking', 'opinion': {'from': 5, 'to': 6, 'term': ['sexy']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Looking', 'opinion': {'from': 2, 'to': 4, 'term': ['so', 'shimmery']}, 'sentiment': 'POS'}]"
good product for the price,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['price']}, 'category': 'Clothing#Prices', 'opinion': {'from': 0, 'to': 1, 'term': ['good']}, 'sentiment': 'POS'}]"
These stretched out in width after one wear and the stitching across top came undone .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"I unfortunately need them for a costume today so I 'm washing and wearing anyway , but I am pretty grossed out that I would be sent hosiery that had clearly been at least tried on by another person .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#General', 'opinion': {'from': 19, 'to': 21, 'term': ['pretty', 'grossed']}, 'sentiment': 'NEG'}, {'aspect': {'from': 3, 'to': 4, 'term': ['them']}, 'category': 'Bottom#General', 'opinion': {'from': 1, 'to': 2, 'term': ['unfortunately']}, 'sentiment': 'NEG'}]"
They are not true nude .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Clothing#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"A very dependable , comfortable shoe !",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['shoe']}, 'category': 'Shoes#Quality', 'opinion': {'from': 1, 'to': 3, 'term': ['very', 'dependable']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 6, 'term': ['shoe']}, 'category': 'Shoes#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['comfortable']}, 'sentiment': 'POS'}]"
im happy with this order it got to me on time and was packaged well they are very good and i love them,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['order']}, 'category': 'Service#General', 'opinion': {'from': 14, 'to': 15, 'term': ['well']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['order']}, 'category': 'Service#General', 'opinion': {'from': 1, 'to': 2, 'term': ['happy']}, 'sentiment': 'POS'}, {'aspect': {'from': 15, 'to': 16, 'term': ['they']}, 'category': 'Clothing#General', 'opinion': {'from': 17, 'to': 19, 'term': ['very', 'good']}, 'sentiment': 'POS'}, {'aspect': {'from': 22, 'to': 23, 'term': ['them']}, 'category': 'Clothing#General', 'opinion': {'from': 21, 'to': 22, 'term': ['love']}, 'sentiment': 'POS'}]"
"These boots look fantastic but as the saying goes , you get what you pay for .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['boots']}, 'category': 'Shoes#Looking', 'opinion': {'from': 3, 'to': 4, 'term': ['fantastic']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Very happy with them .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['them']}, 'category': 'Shoes#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'happy']}, 'sentiment': 'POS'}]"
"I walk about in them all day and my feet are fine , here 's the catch though , I have to break the back straps down .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['them']}, 'category': 'Shoes#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Too big to wear,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Size', 'opinion': {'from': 0, 'to': 2, 'term': ['Too', 'big']}, 'sentiment': 'NEG'}]"
The tights are great quality and not as sheer as regular tights ( so they 're more sturdy ) they 're darker and more opaque which some may not like .,ACOS,"[{'aspect': {'from': 14, 'to': 15, 'term': ['they']}, 'category': 'Bottom#Quality', 'opinion': {'from': 16, 'to': 18, 'term': ['more', 'sturdy']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['tights']}, 'category': 'Bottom#Quality', 'opinion': {'from': 6, 'to': 10, 'term': ['not', 'as', 'sheer', 'as']}, 'sentiment': 'POS'}, {'aspect': {'from': 19, 'to': 20, 'term': ['they']}, 'category': 'Bottom#Looking', 'opinion': {'from': 21, 'to': 22, 'term': ['darker']}, 'sentiment': 'NEG'}, {'aspect': {'from': 4, 'to': 5, 'term': ['quality']}, 'category': 'Bottom#Quality', 'opinion': {'from': 3, 'to': 4, 'term': ['great']}, 'sentiment': 'POS'}, {'aspect': {'from': 19, 'to': 20, 'term': ['they']}, 'category': 'Bottom#Looking', 'opinion': {'from': 23, 'to': 25, 'term': ['more', 'opaque']}, 'sentiment': 'NEG'}]"
: ( Great quality otherwise !,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['quality']}, 'category': 'Clothing#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['Great']}, 'sentiment': 'POS'}]"
These ran short in the toe box .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Shoes#Size', 'opinion': {'from': 2, 'to': 3, 'term': ['short']}, 'sentiment': 'NEG'}]"
They are a nice dark navy color .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['color']}, 'category': 'Shoes#Looking', 'opinion': {'from': 3, 'to': 4, 'term': ['nice']}, 'sentiment': 'POS'}]"
Love this tight .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['tight']}, 'category': 'Bottom#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}]"
These are the only dance tights I buy .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['tights']}, 'category': 'Bottom#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Love these and they fit my skinny body perfectly .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['they']}, 'category': 'Clothing#Size', 'opinion': {'from': 8, 'to': 9, 'term': ['perfectly']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['they']}, 'category': 'Clothing#Size', 'opinion': {'from': 4, 'to': 5, 'term': ['fit']}, 'sentiment': 'POS'}]"
"Got dirty super quick though , I have no idea how .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Clothing#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
My main reason for returning these shoes were they were too short/small .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['shoes']}, 'category': 'Shoes#Size', 'opinion': {'from': 10, 'to': 12, 'term': ['too', 'short/small']}, 'sentiment': 'NEG'}]"
No support hose,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['hose']}, 'category': 'Bottom#General', 'opinion': {'from': 0, 'to': 2, 'term': ['No', 'support']}, 'sentiment': 'NEG'}]"
"Other than that , they are quite shiny !",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['they']}, 'category': 'Clothing#Looking', 'opinion': {'from': 6, 'to': 8, 'term': ['quite', 'shiny']}, 'sentiment': 'POS'}]"
Perfect for a Daphne Halloween costume .,ACOS,"[{'aspect': {'from': 3, 'to': 6, 'term': ['Daphne', 'Halloween', 'costume']}, 'category': 'Top#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Perfect']}, 'sentiment': 'POS'}]"
They are holding up well .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Clothing#Quality', 'opinion': {'from': 4, 'to': 5, 'term': ['well']}, 'sentiment': 'POS'}]"
"My toes are a little tight , but it may be the nature of the shoe .",ACOS,"[{'aspect': {'from': 15, 'to': 16, 'term': ['shoe']}, 'category': 'Shoes#Size', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
I would recommend them to anyone .,ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['them']}, 'category': 'Shoes#General', 'opinion': {'from': 2, 'to': 3, 'term': ['recommend']}, 'sentiment': 'POS'}]"
I thought the than I ordered would be to dark since i 'm very pale but when on they look perfect onstage .,ACOS,"[{'aspect': {'from': 18, 'to': 19, 'term': ['they']}, 'category': 'Bottom#Looking', 'opinion': {'from': 20, 'to': 21, 'term': ['perfect']}, 'sentiment': 'POS'}]"
"I could not find anything like these in my local stores , and although I was afraid to try these , I am extremely glad I did , they are perfect !",ACOS,"[{'aspect': {'from': 28, 'to': 29, 'term': ['they']}, 'category': 'Bottom#General', 'opinion': {'from': 30, 'to': 31, 'term': ['perfect']}, 'sentiment': 'POS'}, {'aspect': {'from': 28, 'to': 29, 'term': ['they']}, 'category': 'Bottom#General', 'opinion': {'from': 23, 'to': 25, 'term': ['extremely', 'glad']}, 'sentiment': 'POS'}]"
Unfortunately they were too small .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['they']}, 'category': 'Shoes#Size', 'opinion': {'from': 3, 'to': 5, 'term': ['too', 'small']}, 'sentiment': 'NEG'}]"
"Glad I did , these are definately keepers ! They have not scratched or faded at all , although they are pleathy rather than natural materials - which works out fine for the wet mornings and little spashes because they dry quickly and without discolorization .",ACOS,"[{'aspect': {'from': 9, 'to': 10, 'term': ['They']}, 'category': 'Shoes#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 39, 'to': 40, 'term': ['they']}, 'category': 'Shoes#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 19, 'to': 20, 'term': ['they']}, 'category': 'Shoes#Quality', 'opinion': {'from': 21, 'to': 22, 'term': ['pleathy']}, 'sentiment': 'NEG'}, {'aspect': {'from': 9, 'to': 10, 'term': ['They']}, 'category': 'Shoes#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Glad']}, 'sentiment': 'POS'}]"
"They fit great , a little more narrow than I expected being I got the wide and normally do n't have to except in sandals ( no one wants to be squishing out the sides of sandals so I always get the wide widths if available lol ) .",ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['They']}, 'category': 'Shoes#Size', 'opinion': {'from': 2, 'to': 3, 'term': ['great']}, 'sentiment': 'POS'}]"
"Ladies , I think I 've found it !",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Also , the price is actually excellent .",ACOS,"[{'aspect': {'from': 3, 'to': 4, 'term': ['price']}, 'category': 'Bottom#Prices', 'opinion': {'from': 5, 'to': 7, 'term': ['actually', 'excellent']}, 'sentiment': 'POS'}]"
Like ths shoe .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['shoe']}, 'category': 'Shoes#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Like']}, 'sentiment': 'POS'}]"
I thought these would be a good go-to option for comfortable black sandals ... and they are .,ACOS,"[{'aspect': {'from': 15, 'to': 16, 'term': ['they']}, 'category': 'Shoes#General', 'opinion': {'from': 6, 'to': 7, 'term': ['good']}, 'sentiment': 'POS'}]"
Great looking sandal also .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['sandal']}, 'category': 'Shoes#Looking', 'opinion': {'from': 0, 'to': 1, 'term': ['Great']}, 'sentiment': 'POS'}]"
If you just want the classic ballet tights then this is not what you want .,ACOS,"[{'aspect': {'from': 5, 'to': 8, 'term': ['classic', 'ballet', 'tights']}, 'category': 'Bottom#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
PS They are pretty and shimmery .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['They']}, 'category': 'Bottom#Looking', 'opinion': {'from': 5, 'to': 6, 'term': ['shimmery']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['They']}, 'category': 'Bottom#Looking', 'opinion': {'from': 3, 'to': 4, 'term': ['pretty']}, 'sentiment': 'POS'}]"
"Husband had no issues walking in them , just the general have to stretch out the leather .",ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['them']}, 'category': 'Shoes#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I have tugged and pulled on them with long nails and they have yet to snag or run .,ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['they']}, 'category': 'Bottom#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I am tall and all leg and these fit me very well .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Bottom#Size', 'opinion': {'from': 10, 'to': 12, 'term': ['very', 'well']}, 'sentiment': 'POS'}]"
