raw_words,task,quadruples
the build quality is fantastic .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['build', 'quality']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 4, 'to': 5, 'term': ['fantastic']}, 'sentiment': 'POS'}]"
the large screen and integral numeric pad are exactly what i need to easily process documents .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['screen']}, 'category': 'DISPLAY#DESIGN_FEATURES', 'opinion': {'from': 1, 'to': 2, 'term': ['large']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 7, 'term': ['integral', 'numeric', 'pad']}, 'category': 'KEYBOARD#USABILITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
its is small and lite and the battery dose last long .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 4, 'to': 5, 'term': ['lite']}, 'sentiment': 'POS'}, {'aspect': {'from': 7, 'to': 8, 'term': ['battery']}, 'category': 'BATTERY#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#DESIGN_FEATURES', 'opinion': {'from': 2, 'to': 3, 'term': ['small']}, 'sentiment': 'POS'}]"
high quaility computer in every way .,ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['computer']}, 'category': 'LAPTOP#QUALITY', 'opinion': {'from': 0, 'to': 1, 'term': ['high']}, 'sentiment': 'POS'}]"
this is the problem with companies today .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['companies']}, 'category': 'COMPANY#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
keyboard rattles loudly when typing on left side .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['keyboard']}, 'category': 'KEYBOARD#OPERATION_PERFORMANCE', 'opinion': {'from': 2, 'to': 3, 'term': ['loudly']}, 'sentiment': 'NEG'}]"
"i find this chrome book is so much easy to use , it start up fast it is light weight ready to carry when traveling .",ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['chrome', 'book']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 15, 'to': 16, 'term': ['fast']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 5, 'term': ['chrome', 'book']}, 'category': 'LAPTOP#PORTABILITY', 'opinion': {'from': 18, 'to': 19, 'term': ['light']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 5, 'term': ['chrome', 'book']}, 'category': 'LAPTOP#USABILITY', 'opinion': {'from': 8, 'to': 9, 'term': ['easy']}, 'sentiment': 'POS'}]"
the item is good but the sound of speakers is very low .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['item']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 3, 'to': 4, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 9, 'term': ['sound', 'of', 'speakers']}, 'category': 'MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'opinion': {'from': 11, 'to': 12, 'term': ['low']}, 'sentiment': 'NEG'}]"
i am extremely disappointed with this laptop .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 3, 'to': 4, 'term': ['disappointed']}, 'sentiment': 'NEG'}]"
pros : lightweight and looks nice .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#PORTABILITY', 'opinion': {'from': 2, 'to': 3, 'term': ['lightweight']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 5, 'to': 6, 'term': ['nice']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#PORTABILITY', 'opinion': {'from': 0, 'to': 1, 'term': ['pros']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['pros']}, 'sentiment': 'POS'}]"
i have had it about 4 days and have been checking out how well it runs my favorite android apps .,ACOS,"[{'aspect': {'from': 18, 'to': 20, 'term': ['android', 'apps']}, 'category': 'SOFTWARE#OPERATION_PERFORMANCE', 'opinion': {'from': 17, 'to': 18, 'term': ['favorite']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 13, 'to': 14, 'term': ['well']}, 'sentiment': 'POS'}]"
i have always loved loved the kindles .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['kindles']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 4, 'to': 5, 'term': ['loved']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['kindles']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"the system is quick , and used for browsing , and basic notes .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['system']}, 'category': 'OS#OPERATION_PERFORMANCE', 'opinion': {'from': 3, 'to': 4, 'term': ['quick']}, 'sentiment': 'POS'}]"
nice screen .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['screen']}, 'category': 'DISPLAY#GENERAL', 'opinion': {'from': 0, 'to': 1, 'term': ['nice']}, 'sentiment': 'POS'}]"
"after seven months , the usb - c ports stopped charging .",ACOS,"[{'aspect': {'from': 5, 'to': 9, 'term': ['usb', '-', 'c', 'ports']}, 'category': 'PORTS#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
video playback is poor with the amazon prime video player .,ACOS,"[{'aspect': {'from': 6, 'to': 10, 'term': ['amazon', 'prime', 'video', 'player']}, 'category': 'SOFTWARE#OPERATION_PERFORMANCE', 'opinion': {'from': 3, 'to': 4, 'term': ['poor']}, 'sentiment': 'NEG'}]"
great laptop great price .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['laptop']}, 'category': 'LAPTOP#PRICE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
the battery stopped charging after 3 months .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['battery']}, 'category': 'BATTERY#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"the reason for 3 stars is due to that i have a rickety feeling when touching middle of the right side frame of the screen , it doesn ' t affect to screen , i am not sure it is faulty or normal , kind of uncomfortable to hold in tablet mode .",ACOS,"[{'aspect': {'from': 50, 'to': 52, 'term': ['tablet', 'mode']}, 'category': 'LAPTOP#USABILITY', 'opinion': {'from': 46, 'to': 47, 'term': ['uncomfortable']}, 'sentiment': 'NEG'}]"
this is a very nice laptop .,ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['laptop']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 4, 'to': 5, 'term': ['nice']}, 'sentiment': 'POS'}]"
this chromebook features a full size keyboard and is easier type on by a long shot .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['keyboard']}, 'category': 'KEYBOARD#DESIGN_FEATURES', 'opinion': {'from': 4, 'to': 6, 'term': ['full', 'size']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 7, 'term': ['keyboard']}, 'category': 'KEYBOARD#OPERATION_PERFORMANCE', 'opinion': {'from': 9, 'to': 10, 'term': ['easier']}, 'sentiment': 'POS'}]"
"i ' m a writer , and this has easily become my main computer for both work and play ( google docs easily replaces word , and android apps make it much better for gaming than i originally expected ) .",ACOS,"[{'aspect': {'from': 27, 'to': 29, 'term': ['android', 'apps']}, 'category': 'SOFTWARE#USABILITY', 'opinion': {'from': 32, 'to': 33, 'term': ['better']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#USABILITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
apps open instantly and the ac wifi performance is very nice .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['apps']}, 'category': 'SOFTWARE#OPERATION_PERFORMANCE', 'opinion': {'from': 2, 'to': 3, 'term': ['instantly']}, 'sentiment': 'POS'}, {'aspect': {'from': 5, 'to': 7, 'term': ['ac', 'wifi']}, 'category': 'PORTS#OPERATION_PERFORMANCE', 'opinion': {'from': 10, 'to': 11, 'term': ['nice']}, 'sentiment': 'POS'}]"
the 360 - degree hinges allow me to make presentations to customers and the battery life is amazing .,ACOS,"[{'aspect': {'from': 14, 'to': 16, 'term': ['battery', 'life']}, 'category': 'BATTERY#GENERAL', 'opinion': {'from': 17, 'to': 18, 'term': ['amazing']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 5, 'term': ['360', '-', 'degree', 'hinges']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"worked great for a couple of months , but now the sound goes in and out after a couple minutes of use like watching a video or playing music .",ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['sound']}, 'category': 'MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 1, 'to': 2, 'term': ['great']}, 'sentiment': 'POS'}]"
this works great .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'LAPTOP#OPERATION_PERFORMANCE', 'opinion': {'from': 2, 'to': 3, 'term': ['great']}, 'sentiment': 'POS'}]"
back lit keyboard should be a standard by now !,ACOS,"[{'aspect': {'from': 0, 'to': 3, 'term': ['back', 'lit', 'keyboard']}, 'category': 'KEYBOARD#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
this chromebook was one of the best gift to my grandauther .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['chromebook']}, 'category': 'LAPTOP#GENERAL', 'opinion': {'from': 6, 'to': 7, 'term': ['best']}, 'sentiment': 'POS'}]"
"unfortunately , before i purchased it , i failed to research what the thunderbolt ports were .",ACOS,"[{'aspect': {'from': 13, 'to': 15, 'term': ['thunderbolt', 'ports']}, 'category': 'PORTS#DESIGN_FEATURES', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
i ' ve been chatting with asus support for the past half hour and they make the sloth from zootopia look speedy .,ACOS,"[{'aspect': {'from': 6, 'to': 8, 'term': ['asus', 'support']}, 'category': 'SUPPORT#GENERAL', 'opinion': {'from': 17, 'to': 18, 'term': ['sloth']}, 'sentiment': 'NEG'}]"
"the beautiful screen is said to be identical to the pixelbook in size , aspect ratio , and resolution .",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['screen']}, 'category': 'DISPLAY#DESIGN_FEATURES', 'opinion': {'from': 1, 'to': 2, 'term': ['beautiful']}, 'sentiment': 'POS'}]"
if you ' re coming from a pc you ' ll love the battery .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['battery']}, 'category': 'BATTERY#GENERAL', 'opinion': {'from': 11, 'to': 12, 'term': ['love']}, 'sentiment': 'POS'}]"
"honestly , i think nobody uses these ports anyway .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['ports']}, 'category': 'PORTS#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
i called acer tech support but nothing worked .,ACOS,"[{'aspect': {'from': 2, 'to': 5, 'term': ['acer', 'tech', 'support']}, 'category': 'SUPPORT#GENERAL', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"i absolutely imagine chrome apps picking up drastically in quality and quantity now , since it seems like chrome os is really coming into its own this year .",ACOS,"[{'aspect': {'from': 3, 'to': 5, 'term': ['chrome', 'apps']}, 'category': 'SOFTWARE#QUALITY', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
