raw_words,task,quadruples
"Yes , the reader is aware of what the main characters are doing almost simultaneously , but it jumps around too much for my taste , particularly toward the end of the book .",ACOS,"[{'aspect': {'from': 29, 'to': 30, 'term': ['end']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Maybe a four-year old might not catch such a mind-bending coincidence such as lurks in these pages .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"An oxymoron , yes , but still true nonetheless .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 1, 'to': 2, 'term': ['oxymoron']}, 'sentiment': 'NEG'}]"
There is so much history in all of the Riftwar Cycle as it is now being called that the storyline tends to jump back and forth and is slightly hard to follow .,ACOS,"[{'aspect': {'from': 19, 'to': 20, 'term': ['storyline']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 19, 'to': 20, 'term': ['storyline']}, 'category': 'Content#Plot', 'opinion': {'from': 28, 'to': 30, 'term': ['slightly', 'hard']}, 'sentiment': 'NEG'}]"
More please !,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"I love the character of McRae too much to stop reading , so I 'm hoping that MacBride will be kinder to him in the next book ! Despite my negative reactions I found Dark Blood to be another excellent book in this series .",ACOS,"[{'aspect': {'from': 3, 'to': 6, 'term': ['character', 'of', 'McRae']}, 'category': 'Content#Characters', 'opinion': {'from': 1, 'to': 2, 'term': ['love']}, 'sentiment': 'POS'}, {'aspect': {'from': 34, 'to': 36, 'term': ['Dark', 'Blood']}, 'category': 'Book#General', 'opinion': {'from': 39, 'to': 40, 'term': ['excellent']}, 'sentiment': 'POS'}]"
The author gives you historical conext as well as modern analogies to really explain cancer to the layperson .,ACOS,"[{'aspect': {'from': 4, 'to': 6, 'term': ['historical', 'conext']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Incredible , essential reading if anyone in your life has been touched by cancer ( so ... that makes just about anyone on the planet today ) .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Incredible']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 2, 'to': 3, 'term': ['essential']}, 'sentiment': 'POS'}]"
"In this series , the characters are less likeable ( the protag was downright boring in Book Two ) and the plot plays one annoying note over and over again ( save the trees ! ) .",ACOS,"[{'aspect': {'from': 21, 'to': 22, 'term': ['plot']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}, {'aspect': {'from': 5, 'to': 6, 'term': ['characters']}, 'category': 'Content#Characters', 'opinion': {'from': 7, 'to': 9, 'term': ['less', 'likeable']}, 'sentiment': 'NEG'}]"
Sweden has left a clear picture in my mind .,ACOS,"[{'aspect': {'from': 0, 'to': 1, 'term': ['Sweden']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Another wonderful and insightful read,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['insightful']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 1, 'to': 2, 'term': ['wonderful']}, 'sentiment': 'POS'}]"
Really makes you think differently about a topic so pervasive in everyone 's life that we do n't really like talking about .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
This is the first book by Cathy Glass that I bought and by far her best .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 15, 'to': 16, 'term': ['best']}, 'sentiment': 'POS'}]"
Enjoyable read .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Enjoyable']}, 'sentiment': 'POS'}]"
"While the historical elements were interesting , I was anxious for the novel to end long before it did .",ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['novel']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
The information presented jumped all over .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"I am a huge fan of Robin Hobb , however , I did not think this book was her best work .",ACOS,"[{'aspect': {'from': 16, 'to': 17, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}, {'aspect': {'from': 6, 'to': 8, 'term': ['Robin', 'Hobb']}, 'category': 'Book#Author', 'opinion': {'from': 3, 'to': 5, 'term': ['huge', 'fan']}, 'sentiment': 'POS'}]"
"Her fantasy works are 5 , but this series is a 3 .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['series']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}, {'aspect': {'from': 1, 'to': 3, 'term': ['fantasy', 'works']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEU'}]"
Hard to read but a good look into CPS in England,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 5, 'to': 6, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"If you like a complex plot with multiple murders and a lot of characters , this is one for you .",ACOS,"[{'aspect': {'from': 5, 'to': 6, 'term': ['plot']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Of course Pakistan sheltered Americas number one public enemy , Osama bin Laden , for years.Lamb fills in the details of a blundering policy that saw America drawn into a vortex of death and destruction .",ACOS,"[{'aspect': {'from': 19, 'to': 24, 'term': ['details', 'of', 'a', 'blundering', 'policy']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"Again Camilla Lackberg is able to weave multiple stories from the past and present with drama , humor , and sensitivity .",ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['Camilla', 'Lackberg']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
It holds great insight to those that have the ability to give so much more than others .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#Quality', 'opinion': {'from': 2, 'to': 3, 'term': ['great']}, 'sentiment': 'POS'}]"
"As always , Decker/Lazarus novels are a good read .",ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 7, 'to': 8, 'term': ['good']}, 'sentiment': 'POS'}, {'aspect': {'from': 3, 'to': 4, 'term': ['Decker/Lazarus']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
The Emperor of all Maladies ( EM ) is more a history of cancer but the subtitle A Biography of Cancer was intelligently chosen as biography is less off-putting than history .,ACOS,"[{'aspect': {'from': 17, 'to': 21, 'term': ['A', 'Biography', 'of', 'Cancer']}, 'category': 'Book#Title', 'opinion': {'from': 22, 'to': 23, 'term': ['intelligently']}, 'sentiment': 'POS'}]"
Very illuminating .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 2, 'term': ['Very', 'illuminating']}, 'sentiment': 'POS'}]"
ca n't say enough about Camilla Lackberg and her mysteries .,ACOS,"[{'aspect': {'from': 5, 'to': 7, 'term': ['Camilla', 'Lackberg']}, 'category': 'Book#Author', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': 9, 'to': 10, 'term': ['mysteries']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
I admit to being hooked on McRae .,ACOS,"[{'aspect': {'from': 6, 'to': 7, 'term': ['McRae']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
These young lady 's are very brave .,ACOS,"[{'aspect': {'from': 1, 'to': 3, 'term': ['young', 'lady']}, 'category': 'Content#Characters', 'opinion': {'from': 5, 'to': 7, 'term': ['very', 'brave']}, 'sentiment': 'POS'}]"
Even though I truly enjoyed the 1st two books I can not in good faith advise anyone to invest the time in them with such a horrible conclusion .,ACOS,"[{'aspect': {'from': 6, 'to': 9, 'term': ['1st', 'two', 'books']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 5, 'term': ['truly', 'enjoyed']}, 'sentiment': 'POS'}, {'aspect': {'from': 22, 'to': 23, 'term': ['them']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Ms. Hobb did a great job creating a connection to the characters for me and to be honest that is the only reason that I made it through this book .,ACOS,"[{'aspect': {'from': 11, 'to': 12, 'term': ['characters']}, 'category': 'Content#Characters', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
"This is a wonderful read , beautifully written .",ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['wonderful']}, 'sentiment': 'POS'}, {'aspect': {'from': 4, 'to': 5, 'term': ['read']}, 'category': 'Book#Quality', 'opinion': {'from': 6, 'to': 7, 'term': ['beautifully']}, 'sentiment': 'POS'}]"
"This book , number 4 could be missed , read 1 , 2 , 3 , and start again with 5 .",ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
"It seemed hard to believe they would send 3 officers and a civilian to another state to show a picture to the parents of the possible victim of a decades old crime.Even though it was not a great book , it was a decent read and entertaining enough so that I will read the next installment in this series .",ACOS,"[{'aspect': {'from': 38, 'to': 39, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 35, 'to': 38, 'term': ['not', 'a', 'great']}, 'sentiment': 'NEU'}, {'aspect': {'from': 44, 'to': 45, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 46, 'to': 48, 'term': ['entertaining', 'enough']}, 'sentiment': 'POS'}, {'aspect': {'from': 44, 'to': 45, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': 43, 'to': 44, 'term': ['decent']}, 'sentiment': 'POS'}]"
"Love this book , love this series on DVD .",ACOS,"[{'aspect': {'from': 2, 'to': 3, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 0, 'to': 1, 'term': ['Love']}, 'sentiment': 'POS'}, {'aspect': {'from': 6, 'to': 9, 'term': ['series', 'on', 'DVD']}, 'category': 'Derivatives#General', 'opinion': {'from': 4, 'to': 5, 'term': ['love']}, 'sentiment': 'POS'}]"
This book was phenominal and well written .,ACOS,"[{'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 5, 'to': 6, 'term': ['well']}, 'sentiment': 'POS'}, {'aspect': {'from': 1, 'to': 2, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['phenominal']}, 'sentiment': 'POS'}]"
In The Alexander Cipher we have a pretty good example of the genre .,ACOS,"[{'aspect': {'from': 12, 'to': 13, 'term': ['genre']}, 'category': 'Content#Genre', 'opinion': {'from': 7, 'to': 9, 'term': ['pretty', 'good']}, 'sentiment': 'POS'}]"
I highly recommend reading it .,ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}, {'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Book#General', 'opinion': {'from': 1, 'to': 3, 'term': ['highly', 'recommend']}, 'sentiment': 'POS'}]"
"Mukherjee , however , needed a better editor .",ACOS,"[{'aspect': {'from': 7, 'to': 8, 'term': ['editor']}, 'category': 'Book#Quality', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
Outlining the progress of identifying the underlying causes for Cancer and the race to find cure this turns out as an engrossing story / documented history .,ACOS,"[{'aspect': {'from': 22, 'to': 23, 'term': ['story']}, 'category': 'Content#Plot', 'opinion': {'from': 21, 'to': 22, 'term': ['engrossing']}, 'sentiment': 'POS'}]"
One of the best books I 've ever read .,ACOS,"[{'aspect': {'from': 4, 'to': 5, 'term': ['books']}, 'category': 'Book#General', 'opinion': {'from': 3, 'to': 4, 'term': ['best']}, 'sentiment': 'POS'}]"
"I get that most of it was for the reader 's sake , but again , it could have been shortened by a lot.Overall though , I did like the book and found the plot interesting .",ACOS,"[{'aspect': {'from': 34, 'to': 35, 'term': ['plot']}, 'category': 'Content#Plot', 'opinion': {'from': 35, 'to': 36, 'term': ['interesting']}, 'sentiment': 'POS'}, {'aspect': {'from': 30, 'to': 31, 'term': ['book']}, 'category': 'Book#General', 'opinion': {'from': 28, 'to': 29, 'term': ['like']}, 'sentiment': 'POS'}]"
"It is somewhat repetitive , but a doctor could read it in a week.I have read it for 12 days made it 1/2 way through and picked up another book to break up the 600 pages.I return to finish it next month .",ACOS,"[{'aspect': {'from': -1, 'to': -1, 'term': ['NULL']}, 'category': 'Content#Plot', 'opinion': {'from': 3, 'to': 4, 'term': ['repetitive']}, 'sentiment': 'NEG'}]"
Following her mysteries are a certain 'Ca n't put the book down ' read .,ACOS,"[{'aspect': {'from': 13, 'to': 14, 'term': ['read']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'POS'}]"
Patrick is becoming stronger character but the entire scenario is losing steam .,ACOS,"[{'aspect': {'from': 8, 'to': 9, 'term': ['scenario']}, 'category': 'Book#General', 'opinion': {'from': -1, 'to': -1, 'term': ['NULL']}, 'sentiment': 'NEG'}]"
